loudness_in_range_query,popular_songs_query,artist_albums_query,popular_featured_track_query,update,insert
0.04872584342956543,0.026767253875732422,0.5247328281402588,3.866255044937134,0.0022454261779785156,0.08472561836242676
0.04334378242492676,0.026046037673950195,0.47167110443115234,3.8201372623443604,0.0009987354278564453,0.09021592140197754
0.041205644607543945,0.025129079818725586,0.47896504402160645,3.773641586303711,0.0,0.07910466194152832
0.04178285598754883,0.027310609817504883,0.5008511543273926,3.7835311889648438,0.0011997222900390625,0.07331275939941406
0.041472434997558594,0.027013301849365234,0.4707317352294922,3.856372594833374,0.001123189926147461,0.07634496688842773
0.042634010314941406,0.026223421096801758,0.46347856521606445,3.901811122894287,0.0,0.07417583465576172
0.04562664031982422,0.025219440460205078,0.47237253189086914,4.251335144042969,0.0010051727294921875,0.07535672187805176
0.043007850646972656,0.02603292465209961,0.4620320796966553,4.042940139770508,0.0,0.07661676406860352
0.0426173210144043,0.026360511779785156,0.4731791019439697,3.7868540287017822,0.001180887222290039,0.07914519309997559
0.042493581771850586,0.024300336837768555,0.4592256546020508,3.835919141769409,0.0,0.07446575164794922
0.04364442825317383,0.025519132614135742,0.4982016086578369,3.9229393005371094,0.0010170936584472656,0.07171964645385742
0.04834127426147461,0.025635957717895508,0.4659712314605713,3.98671817779541,0.0,0.07205510139465332
0.043402910232543945,0.025536775588989258,0.47527408599853516,3.7831332683563232,0.0,0.07275676727294922
0.04162430763244629,0.025998353958129883,0.46845483779907227,3.7852213382720947,0.0,0.0745091438293457
0.045128583908081055,0.02440667152404785,0.46120285987854004,3.7519593238830566,0.0,0.07769417762756348
0.04109549522399902,0.026929378509521484,0.46103763580322266,3.764864683151245,0.0,0.0723114013671875
0.04179668426513672,0.026965856552124023,0.47250890731811523,3.733285903930664,0.0010113716125488281,0.0736994743347168
0.04366493225097656,0.02490830421447754,0.4595670700073242,3.7601544857025146,0.0,0.07673335075378418
0.04427480697631836,0.025127649307250977,0.4593794345855713,3.7624306678771973,0.0,0.07240128517150879
0.0431210994720459,0.026710033416748047,0.4627494812011719,3.7366456985473633,0.0,0.07308363914489746
0.040511369705200195,0.027144908905029297,0.46679162979125977,3.821523904800415,0.0011317729949951172,0.07308077812194824
0.0429224967956543,0.025380849838256836,0.4679734706878662,3.7456841468811035,0.0,0.07384872436523438
0.04178309440612793,0.02676224708557129,0.4689340591430664,3.779897689819336,0.001005411148071289,0.07339167594909668
0.04100203514099121,0.02553534507751465,0.4737434387207031,3.767584800720215,0.0,0.07326245307922363
0.04182100296020508,0.026740550994873047,0.46187400817871094,3.757740020751953,0.0010256767272949219,0.07288002967834473
0.043611764907836914,0.026444435119628906,0.46519923210144043,3.764009475708008,0.0,0.07676243782043457
0.042546749114990234,0.02563166618347168,0.46105194091796875,3.7569808959960938,0.0010044574737548828,0.07707715034484863
0.0406947135925293,0.027622699737548828,0.4580068588256836,3.7515180110931396,0.0,0.0756993293762207
0.04168701171875,0.02503037452697754,0.4658973217010498,3.7543110847473145,0.0,0.0743250846862793
0.03968644142150879,0.025834321975708008,0.4634263515472412,3.7525687217712402,0.0,0.07367944717407227
